,gameId,GAME_DATE,HOME_TEAM_ABBREVIATION,HOME_TEAM_PTS,AWAY_TEAM_ABBREVIATION,AWAY_TEAM_PTS
1095,0022301068,2024-03-29,MIA,142,POR,82
1096,0022301069,2024-03-29,OKC,128,PHX,103
1097,0022301067,2024-03-29,CLE,117,PHI,114
1098,0022301066,2024-03-29,BKN,125,CHI,108
1099,0022301064,2024-03-29,ORL,97,LAC,100
1100,0022301062,2024-03-29,CHA,97,GSW,115
1101,0022301063,2024-03-29,IND,109,LAL,90
1102,0022301075,2024-03-30,ORL,118,MEM,88
1103,0022301076,2024-03-30,ATL,113,MIL,122
1104,0022301074,2024-03-30,NOP,92,BOS,104
1105,0022301077,2024-03-31,DEN,130,CLE,101
1106,0022301081,2024-03-31,WAS,107,MIA,119
1107,0022301078,2024-03-31,BKN,104,LAL,116
1108,0022301079,2024-03-31,CHA,118,LAC,130
1109,0022301084,2024-03-31,MIN,101,CHI,109
1110,0022301086,2024-03-31,SAC,127,UTA,106
1111,0022301083,2024-03-31,HOU,107,DAL,125
1112,0022301080,2024-03-31,TOR,120,PHI,135
1113,0022301082,2024-03-31,NYK,112,OKC,113
1114,0022301085,2024-03-31,SAS,113,GSW,117
1115,0022301092,2024-04-01,NOP,111,PHX,124
1116,0022301091,2024-04-01,CHI,101,ATL,113
1117,0022301089,2024-04-01,IND,133,BKN,111
1118,0022301088,2024-04-01,DET,108,MEM,110
1119,0022301087,2024-04-01,CHA,104,BOS,118
1120,0022301090,2024-04-01,ORL,104,POR,103
1121,0022300589,2024-04-02,GSW,104,DAL,100
1122,0022301101,2024-04-02,SAC,109,LAC,95
1123,0022301100,2024-04-02,UTA,113,CLE,129
1124,0022301099,2024-04-02,DEN,110,SAS,105
1125,0022301098,2024-04-02,MIN,113,HOU,106
1126,0022301096,2024-04-02,MIA,109,NYK,99
1127,0022301093,2024-04-02,PHI,109,OKC,105
1128,0022301095,2024-04-02,WAS,117,MIL,113
1129,0022301094,2024-04-02,TOR,111,LAL,128
1130,0022301110,2024-04-03,PHX,122,CLE,101
1131,0022301109,2024-04-03,NOP,108,ORL,117
1132,0022301102,2024-04-03,CHA,86,POR,89
1133,0022301107,2024-04-03,MIL,101,MEM,111
1134,0022301108,2024-04-03,MIN,133,TOR,85
1135,0022301105,2024-04-03,BOS,135,OKC,100
1136,0022301106,2024-04-03,BKN,115,IND,111
1137,0022301103,2024-04-03,WAS,120,LAL,125
1138,0022301104,2024-04-03,ATL,121,DET,113
1139,0022301114,2024-04-04,LAC,102,DEN,100
1140,0022301113,2024-04-04,HOU,110,GSW,133
1141,0022301111,2024-04-04,MIA,105,PHI,109
1142,0022301112,2024-04-04,NYK,120,SAC,109
1143,0022301124,2024-04-04,DAL,109,ATL,95
1144,0022301126,2024-04-05,LAC,131,UTA,102
1145,0022301097,2024-04-05,DAL,108,GSW,106
1146,0022301119,2024-04-05,CHI,108,NYK,100
1147,0022301115,2024-04-05,CHA,124,ORL,115
1148,0022301122,2024-04-05,MIL,111,TOR,117
1149,0022301120,2024-04-05,HOU,104,MIA,119
1150,0022301123,2024-04-05,NOP,109,SAS,111
1151,0022301121,2024-04-05,MEM,108,DET,90
1152,0022301118,2024-04-05,BOS,101,SAC,100
1153,0022301117,2024-04-05,WAS,102,POR,108
1154,0022301116,2024-04-05,IND,126,OKC,112
1155,0022301125,2024-04-05,PHX,97,MIN,87
1156,0022301127,2024-04-06,LAL,116,CLE,97
1157,0022301130,2024-04-06,DEN,142,ATL,110
1158,0022301129,2024-04-06,MEM,96,PHI,116
1159,0022301128,2024-04-06,BKN,113,DET,103
1160,0022301137,2024-04-07,TOR,130,WAS,122
1161,0022301132,2024-04-07,LAC,120,CLE,118
1162,0022301133,2024-04-07,IND,117,MIA,115
1163,0022301143,2024-04-07,LAL,117,MIN,127
1164,0022301142,2024-04-07,GSW,118,UTA,110
1165,0022301140,2024-04-07,SAS,126,PHI,133
1166,0022301141,2024-04-07,BKN,77,SAC,107
1167,0022301139,2024-04-07,MIL,109,NYK,122
1168,0022301136,2024-04-07,ORL,113,CHI,98
1169,0022301138,2024-04-07,PHX,105,NOP,113
1170,0022301135,2024-04-07,CHA,118,OKC,121
1171,0022301134,2024-04-07,BOS,124,POR,107
1172,0022301131,2024-04-07,DAL,147,HOU,136
1173,0022301153,2024-04-09,OKC,112,SAC,105
1174,0022301155,2024-04-09,LAL,120,GSW,134
1175,0022301156,2024-04-09,PHX,92,LAC,105
1176,0022301154,2024-04-09,UTA,95,DEN,111
1177,0022301157,2024-04-09,POR,100,NOP,110
1178,0022301151,2024-04-09,MEM,87,SAS,102
1179,0022301150,2024-04-09,HOU,118,ORL,106
1180,0022301149,2024-04-09,CHI,117,NYK,128
1181,0022301152,2024-04-09,MIN,130,WAS,121
1182,0022301147,2024-04-09,ATL,111,MIA,117
1183,0022301146,2024-04-09,TOR,123,IND,140
1184,0022301148,2024-04-09,MIL,104,BOS,91
1185,0022301145,2024-04-09,PHI,120,DET,102
1186,0022301144,2024-04-09,CHA,104,DAL,130
1187,0022301165,2024-04-10,LAC,108,PHX,124
1188,0022301164,2024-04-10,DEN,116,MIN,107
1189,0022301163,2024-04-10,OKC,127,SAS,89
1190,0022301160,2024-04-10,BKN,106,TOR,102
1191,0022301162,2024-04-10,MIL,117,ORL,99
1192,0022301161,2024-04-10,MIA,92,DAL,111
1193,0022301159,2024-04-10,ATL,114,CHA,115
1194,0022301158,2024-04-10,CLE,110,MEM,98
1195,0022301170,2024-04-11,SAC,123,NOP,135
1196,0022301169,2024-04-11,POR,92,GSW,100
1197,0022301167,2024-04-11,BOS,109,NYK,118
1198,0022301168,2024-04-11,UTA,124,HOU,121
1199,0022301166,2024-04-11,DET,105,CHI,127
1200,0022301172,2024-04-12,WAS,127,CHI,129
1201,0022301185,2024-04-12,SAC,107,PHX,108
1202,0022301184,2024-04-12,LAC,109,UTA,110
1203,0022301182,2024-04-12,GSW,109,NOP,114
1204,0022301183,2024-04-12,POR,107,HOU,116
1205,0022301181,2024-04-12,DAL,89,DET,107
1206,0022301180,2024-04-12,SAS,121,DEN,120
1207,0022301177,2024-04-12,MEM,120,LAL,123
1208,0022301178,2024-04-12,MIN,109,ATL,106
1209,0022301173,2024-04-12,BOS,131,CHA,98
1210,0022301179,2024-04-12,OKC,125,MIL,107
1211,0022301176,2024-04-12,MIA,125,TOR,103
1212,0022301175,2024-04-12,NYK,111,BKN,107
1213,0022301174,2024-04-12,CLE,129,IND,120
1214,0022301171,2024-04-12,PHI,125,ORL,113
1215,0022301198,2024-04-14,GSW,123,UTA,116
1216,0022301200,2024-04-14,SAC,121,POR,82
1217,0022301194,2024-04-14,MIN,106,PHX,125
1218,0022301195,2024-04-14,NOP,108,LAL,124
1219,0022301197,2024-04-14,SAS,123,DET,95
1220,0022301193,2024-04-14,MEM,111,DEN,126
1221,0022301196,2024-04-14,OKC,135,DAL,86
1222,0022301191,2024-04-14,ORL,113,MIL,88
1223,0022301190,2024-04-14,NYK,120,CHI,119
1224,0022301187,2024-04-14,CLE,110,CHA,120
1225,0022301189,2024-04-14,MIA,118,TOR,103
1226,0022301188,2024-04-14,IND,157,ATL,115
1227,0022301186,2024-04-14,BOS,132,WAS,122
1228,0022301192,2024-04-14,PHI,107,BKN,86
1229,0022301199,2024-04-14,LAC,105,HOU,116
1230,0042300161,2024-04-20,MIN,120,PHX,95
1231,0042300111,2024-04-20,NYK,111,PHI,104
1232,0042300151,2024-04-20,DEN,114,LAL,103
1233,0042300131,2024-04-20,CLE,97,ORL,83
1234,0042300171,2024-04-21,LAC,109,DAL,97
1235,0042300121,2024-04-21,MIL,109,IND,94
1236,0042300141,2024-04-21,OKC,94,NOP,92
1237,0042300101,2024-04-21,BOS,114,MIA,94
1238,0042300152,2024-04-22,DEN,101,LAL,99
1239,0042300132,2024-04-22,CLE,96,ORL,86
1240,0042300112,2024-04-22,NYK,104,PHI,101
1241,0042300162,2024-04-23,MIN,105,PHX,93
1242,0042300172,2024-04-23,LAC,93,DAL,96
1243,0042300122,2024-04-23,MIL,108,IND,125
1244,0042300142,2024-04-24,OKC,124,NOP,92
1245,0042300102,2024-04-24,BOS,101,MIA,111
1246,0042300133,2024-04-25,ORL,121,CLE,83
1247,0042300153,2024-04-25,LAL,105,DEN,112
1248,0042300113,2024-04-25,PHI,125,NYK,114
1249,0042300163,2024-04-26,PHX,109,MIN,126
1250,0042300123,2024-04-26,IND,121,MIL,118
1251,0042300173,2024-04-26,DAL,101,LAC,90
1252,0042300103,2024-04-27,MIA,84,BOS,104
1253,0042300154,2024-04-27,LAL,119,DEN,108
1254,0042300134,2024-04-27,ORL,112,CLE,89
1255,0042300143,2024-04-27,NOP,85,OKC,106
1256,0042300174,2024-04-28,DAL,111,LAC,116
1257,0042300164,2024-04-28,PHX,116,MIN,122
1258,0042300114,2024-04-28,PHI,92,NYK,97
1259,0042300124,2024-04-28,IND,126,MIL,113
1260,0042300155,2024-04-29,DEN,108,LAL,106
1261,0042300104,2024-04-29,MIA,88,BOS,102
1262,0042300144,2024-04-29,NOP,89,OKC,97
1263,0042300125,2024-04-30,MIL,115,IND,92
1264,0042300135,2024-04-30,CLE,104,ORL,103
1265,0042300115,2024-04-30,NYK,106,PHI,112
1266,0042300105,2024-05-01,BOS,118,MIA,84
1267,0042300175,2024-05-01,LAC,93,DAL,123
1268,0042300116,2024-05-02,PHI,115,NYK,118
1269,0042300126,2024-05-02,IND,120,MIL,98
1270,0042300176,2024-05-03,DAL,114,LAC,101
1271,0042300136,2024-05-03,ORL,103,CLE,96
1272,0042300231,2024-05-04,DEN,99,MIN,106
1273,0042300137,2024-05-05,CLE,106,ORL,94
1274,0042300232,2024-05-06,DEN,80,MIN,106
1275,0042300211,2024-05-06,NYK,121,IND,117
1276,0042300221,2024-05-07,OKC,117,DAL,95
1277,0042300201,2024-05-07,BOS,120,CLE,95
1278,0042300212,2024-05-08,NYK,130,IND,121
1279,0042300222,2024-05-09,OKC,110,DAL,119
1280,0042300202,2024-05-09,BOS,94,CLE,118
1281,0042300233,2024-05-10,MIN,90,DEN,117
1282,0042300213,2024-05-10,IND,111,NYK,106
1283,0042300223,2024-05-11,DAL,105,OKC,101
1284,0042300203,2024-05-11,CLE,93,BOS,106
1285,0042300234,2024-05-12,MIN,107,DEN,115
1286,0042300214,2024-05-12,IND,121,NYK,89
1287,0042300224,2024-05-13,DAL,96,OKC,100
1288,0042300204,2024-05-13,CLE,102,BOS,109
1289,0042300235,2024-05-14,DEN,112,MIN,97
1290,0042300215,2024-05-14,NYK,121,IND,91
1291,0042300205,2024-05-15,BOS,113,CLE,98
1292,0042300225,2024-05-15,OKC,92,DAL,104
1293,0042300236,2024-05-16,MIN,115,DEN,70
1294,0042300216,2024-05-17,IND,116,NYK,103
1295,0042300226,2024-05-18,DAL,117,OKC,116
1296,0042300217,2024-05-19,NYK,109,IND,130
1297,0042300237,2024-05-19,DEN,90,MIN,98
1298,0042300301,2024-05-21,BOS,133,IND,128
1299,0042300311,2024-05-22,MIN,105,DAL,108
1300,0042300302,2024-05-23,BOS,126,IND,110
1301,0042300312,2024-05-24,MIN,108,DAL,109
1302,0042300303,2024-05-25,IND,111,BOS,114
1303,0042300313,2024-05-26,DAL,116,MIN,107
1304,0042300304,2024-05-27,IND,102,BOS,105
1305,0042300314,2024-05-28,DAL,100,MIN,105
1306,0042300315,2024-05-30,MIN,103,DAL,124
1307,0042300401,2024-06-06,BOS,107,DAL,89
1308,0042300402,2024-06-09,BOS,105,DAL,98
1309,0042300403,2024-06-12,DAL,99,BOS,106
1310,0042300404,2024-06-14,DAL,122,BOS,84
1311,0042300405,2024-06-17,BOS,106,DAL,88
